category_id,title,product_code,qty,price,description,image,image1,image2,image3
1,THE GIANT CONER,101,,,,,,,
2,SWIRL N ROUND,102,,,,,,,
3,WATER CRUISER,103,,,,,,,
4,SPIDER,104,,,,,,,
